Running on cuda:0
[2018-09-22 16:38] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 3609.43, Accuracy = 0.12, Loss = 7.616
[2018-09-22 16:48] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 4278.71, Accuracy = 0.57, Loss = 1.143
[2018-09-22 16:48] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 4323.12, Accuracy = 0.53, Loss = 1.142
[2018-09-22 16:48] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 4166.28, Accuracy = 0.64, Loss = 0.870
[2018-09-22 16:48] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 4055.31, Accuracy = 0.67, Loss = 0.917
[2018-09-22 16:48] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 4037.47, Accuracy = 0.56, Loss = 1.039
[2018-09-22 16:48] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 4142.52, Accuracy = 0.59, Loss = 1.038
[2018-09-22 16:48] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 4215.91, Accuracy = 0.61, Loss = 0.937
[2018-09-22 16:49] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 4378.76, Accuracy = 0.61, Loss = 1.005
[2018-09-22 16:49] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 4261.22, Accuracy = 0.66, Loss = 0.907
[2018-09-22 16:49] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 4040.21, Accuracy = 0.60, Loss = 1.064
[2018-09-22 16:49] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 4094.09, Accuracy = 0.70, Loss = 0.862
[2018-09-22 16:49] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 4074.61, Accuracy = 0.64, Loss = 1.053
[2018-09-22 16:49] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 4260.04, Accuracy = 0.66, Loss = 0.904
[2018-09-22 16:49] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 4239.68, Accuracy = 0.65, Loss = 0.907
[2018-09-22 16:49] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 4227.23, Accuracy = 0.63, Loss = 0.963
[2018-09-22 16:49] Train Step 1020/10000, Batch Size = 128, Examples/Sec = 4247.23, Accuracy = 0.62, Loss = 0.965
[2018-09-22 16:49] Train Step 1030/10000, Batch Size = 128, Examples/Sec = 4239.75, Accuracy = 0.66, Loss = 0.855
[2018-09-22 16:49] Train Step 1040/10000, Batch Size = 128, Examples/Sec = 4076.87, Accuracy = 0.66, Loss = 0.770
[2018-09-22 16:49] Train Step 1050/10000, Batch Size = 128, Examples/Sec = 4489.04, Accuracy = 0.67, Loss = 0.808
[2018-09-22 16:49] Train Step 1060/10000, Batch Size = 128, Examples/Sec = 4419.27, Accuracy = 0.69, Loss = 0.721
[2018-09-22 16:49] Train Step 1070/10000, Batch Size = 128, Examples/Sec = 4635.07, Accuracy = 0.75, Loss = 0.714
[2018-09-22 16:49] Train Step 1080/10000, Batch Size = 128, Examples/Sec = 4516.04, Accuracy = 0.73, Loss = 0.821
[2018-09-22 16:49] Train Step 1090/10000, Batch Size = 128, Examples/Sec = 4452.85, Accuracy = 0.72, Loss = 0.711
[2018-09-22 16:49] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 4055.84, Accuracy = 0.70, Loss = 0.804
[2018-09-22 16:49] Train Step 1110/10000, Batch Size = 128, Examples/Sec = 4427.18, Accuracy = 0.73, Loss = 0.681
[2018-09-22 16:49] Train Step 1120/10000, Batch Size = 128, Examples/Sec = 4022.89, Accuracy = 0.76, Loss = 0.627
[2018-09-22 16:49] Train Step 1130/10000, Batch Size = 128, Examples/Sec = 4158.73, Accuracy = 0.77, Loss = 0.603
[2018-09-22 16:49] Train Step 1140/10000, Batch Size = 128, Examples/Sec = 4070.47, Accuracy = 0.77, Loss = 0.686
[2018-09-22 16:49] Train Step 1150/10000, Batch Size = 128, Examples/Sec = 4023.95, Accuracy = 0.75, Loss = 0.639
[2018-09-22 16:49] Train Step 1160/10000, Batch Size = 128, Examples/Sec = 4084.31, Accuracy = 0.73, Loss = 0.701
[2018-09-22 16:49] Train Step 1170/10000, Batch Size = 128, Examples/Sec = 4064.46, Accuracy = 0.77, Loss = 0.599
[2018-09-22 16:49] Train Step 1180/10000, Batch Size = 128, Examples/Sec = 4045.93, Accuracy = 0.71, Loss = 0.669
[2018-09-22 16:49] Train Step 1190/10000, Batch Size = 128, Examples/Sec = 4438.12, Accuracy = 0.74, Loss = 0.595
[2018-09-22 16:49] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 4394.28, Accuracy = 0.73, Loss = 0.638
[2018-09-22 16:49] Train Step 1210/10000, Batch Size = 128, Examples/Sec = 4661.92, Accuracy = 0.78, Loss = 0.593
[2018-09-22 16:49] Train Step 1220/10000, Batch Size = 128, Examples/Sec = 4416.76, Accuracy = 0.70, Loss = 0.732
[2018-09-22 16:49] Train Step 1230/10000, Batch Size = 128, Examples/Sec = 4425.39, Accuracy = 0.81, Loss = 0.487
[2018-09-22 16:49] Train Step 1240/10000, Batch Size = 128, Examples/Sec = 4292.84, Accuracy = 0.80, Loss = 0.554
[2018-09-22 16:49] Train Step 1250/10000, Batch Size = 128, Examples/Sec = 4465.33, Accuracy = 0.81, Loss = 0.574
[2018-09-22 16:49] Train Step 1260/10000, Batch Size = 128, Examples/Sec = 4096.31, Accuracy = 0.77, Loss = 0.570
[2018-09-22 16:49] Train Step 1270/10000, Batch Size = 128, Examples/Sec = 4496.44, Accuracy = 0.81, Loss = 0.497
[2018-09-22 16:49] Train Step 1280/10000, Batch Size = 128, Examples/Sec = 4702.59, Accuracy = 0.87, Loss = 0.453
[2018-09-22 16:49] Train Step 1290/10000, Batch Size = 128, Examples/Sec = 4451.11, Accuracy = 0.84, Loss = 0.503
[2018-09-22 16:49] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 4440.58, Accuracy = 0.78, Loss = 0.526
[2018-09-22 16:49] Train Step 1310/10000, Batch Size = 128, Examples/Sec = 4390.29, Accuracy = 0.83, Loss = 0.489
[2018-09-22 16:49] Train Step 1320/10000, Batch Size = 128, Examples/Sec = 4479.79, Accuracy = 0.88, Loss = 0.402
[2018-09-22 16:49] Train Step 1330/10000, Batch Size = 128, Examples/Sec = 4406.72, Accuracy = 0.79, Loss = 0.457
[2018-09-22 16:49] Train Step 1340/10000, Batch Size = 128, Examples/Sec = 4442.79, Accuracy = 0.89, Loss = 0.423
[2018-09-22 16:49] Train Step 1350/10000, Batch Size = 128, Examples/Sec = 4143.00, Accuracy = 0.86, Loss = 0.400
[2018-09-22 16:49] Train Step 1360/10000, Batch Size = 128, Examples/Sec = 4426.74, Accuracy = 0.86, Loss = 0.391
[2018-09-22 16:49] Train Step 1370/10000, Batch Size = 128, Examples/Sec = 4402.53, Accuracy = 0.89, Loss = 0.358
[2018-09-22 16:49] Train Step 1380/10000, Batch Size = 128, Examples/Sec = 4470.35, Accuracy = 0.86, Loss = 0.372
[2018-09-22 16:49] Train Step 1390/10000, Batch Size = 128, Examples/Sec = 4138.66, Accuracy = 0.86, Loss = 0.428
[2018-09-22 16:49] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 4087.30, Accuracy = 0.90, Loss = 0.361
[2018-09-22 16:49] Train Step 1410/10000, Batch Size = 128, Examples/Sec = 4203.50, Accuracy = 0.91, Loss = 0.324
[2018-09-22 16:49] Train Step 1420/10000, Batch Size = 128, Examples/Sec = 4232.76, Accuracy = 0.87, Loss = 0.346
[2018-09-22 16:49] Train Step 1430/10000, Batch Size = 128, Examples/Sec = 4167.70, Accuracy = 0.88, Loss = 0.366
[2018-09-22 16:49] Train Step 1440/10000, Batch Size = 128, Examples/Sec = 4464.03, Accuracy = 0.91, Loss = 0.339
[2018-09-22 16:49] Train Step 1450/10000, Batch Size = 128, Examples/Sec = 4590.52, Accuracy = 0.90, Loss = 0.301
[2018-09-22 16:49] Train Step 1460/10000, Batch Size = 128, Examples/Sec = 4271.12, Accuracy = 0.91, Loss = 0.333
[2018-09-22 16:49] Train Step 1470/10000, Batch Size = 128, Examples/Sec = 4223.80, Accuracy = 0.90, Loss = 0.333
[2018-09-22 16:49] Train Step 1480/10000, Batch Size = 128, Examples/Sec = 4262.44, Accuracy = 0.91, Loss = 0.276
[2018-09-22 16:49] Train Step 1490/10000, Batch Size = 128, Examples/Sec = 4179.77, Accuracy = 0.93, Loss = 0.278
[2018-09-22 16:49] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 4397.23, Accuracy = 0.93, Loss = 0.247
[2018-09-22 16:49] Train Step 1510/10000, Batch Size = 128, Examples/Sec = 4494.26, Accuracy = 0.90, Loss = 0.261
[2018-09-22 16:49] Train Step 1520/10000, Batch Size = 128, Examples/Sec = 4171.98, Accuracy = 0.95, Loss = 0.238
[2018-09-22 16:49] Train Step 1530/10000, Batch Size = 128, Examples/Sec = 4304.82, Accuracy = 0.93, Loss = 0.284
[2018-09-22 16:49] Train Step 1540/10000, Batch Size = 128, Examples/Sec = 4113.89, Accuracy = 0.96, Loss = 0.195
[2018-09-22 16:49] Train Step 1550/10000, Batch Size = 128, Examples/Sec = 4162.47, Accuracy = 0.95, Loss = 0.220
[2018-09-22 16:49] Train Step 1560/10000, Batch Size = 128, Examples/Sec = 3796.29, Accuracy = 0.94, Loss = 0.193
[2018-09-22 16:49] Train Step 1570/10000, Batch Size = 128, Examples/Sec = 3667.25, Accuracy = 0.94, Loss = 0.233
[2018-09-22 16:49] Train Step 1580/10000, Batch Size = 128, Examples/Sec = 4396.37, Accuracy = 0.95, Loss = 0.202
[2018-09-22 16:49] Train Step 1590/10000, Batch Size = 128, Examples/Sec = 4134.39, Accuracy = 0.95, Loss = 0.214
[2018-09-22 16:49] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 4190.34, Accuracy = 0.96, Loss = 0.195
[2018-09-22 16:49] Train Step 1610/10000, Batch Size = 128, Examples/Sec = 4342.95, Accuracy = 0.95, Loss = 0.163
[2018-09-22 16:49] Train Step 1620/10000, Batch Size = 128, Examples/Sec = 4059.21, Accuracy = 0.95, Loss = 0.174
[2018-09-22 16:49] Train Step 1630/10000, Batch Size = 128, Examples/Sec = 4131.68, Accuracy = 0.95, Loss = 0.182
[2018-09-22 16:49] Train Step 1640/10000, Batch Size = 128, Examples/Sec = 3987.28, Accuracy = 0.98, Loss = 0.148
[2018-09-22 16:49] Train Step 1650/10000, Batch Size = 128, Examples/Sec = 3538.10, Accuracy = 0.99, Loss = 0.171
[2018-09-22 16:49] Train Step 1660/10000, Batch Size = 128, Examples/Sec = 3736.21, Accuracy = 0.96, Loss = 0.164
[2018-09-22 16:49] Train Step 1670/10000, Batch Size = 128, Examples/Sec = 3997.31, Accuracy = 0.97, Loss = 0.159
[2018-09-22 16:49] Train Step 1680/10000, Batch Size = 128, Examples/Sec = 4086.74, Accuracy = 0.97, Loss = 0.146
[2018-09-22 16:49] Train Step 1690/10000, Batch Size = 128, Examples/Sec = 3781.05, Accuracy = 0.99, Loss = 0.135
[2018-09-22 16:49] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 4059.36, Accuracy = 0.98, Loss = 0.151
[2018-09-22 16:49] Train Step 1710/10000, Batch Size = 128, Examples/Sec = 3747.40, Accuracy = 0.96, Loss = 0.182
[2018-09-22 16:49] Train Step 1720/10000, Batch Size = 128, Examples/Sec = 3653.80, Accuracy = 0.99, Loss = 0.121
[2018-09-22 16:49] Train Step 1730/10000, Batch Size = 128, Examples/Sec = 3502.41, Accuracy = 0.96, Loss = 0.129
[2018-09-22 16:49] Train Step 1740/10000, Batch Size = 128, Examples/Sec = 4009.79, Accuracy = 0.97, Loss = 0.113
[2018-09-22 16:49] Train Step 1750/10000, Batch Size = 128, Examples/Sec = 4281.44, Accuracy = 0.98, Loss = 0.103
[2018-09-22 16:49] Train Step 1760/10000, Batch Size = 128, Examples/Sec = 4257.03, Accuracy = 0.99, Loss = 0.087
[2018-09-22 16:49] Train Step 1770/10000, Batch Size = 128, Examples/Sec = 4257.50, Accuracy = 0.98, Loss = 0.099
[2018-09-22 16:49] Train Step 1780/10000, Batch Size = 128, Examples/Sec = 4040.48, Accuracy = 0.99, Loss = 0.085
[2018-09-22 16:49] Train Step 1790/10000, Batch Size = 128, Examples/Sec = 4291.91, Accuracy = 0.99, Loss = 0.083
[2018-09-22 16:49] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 4196.57, Accuracy = 1.00, Loss = 0.068
[2018-09-22 16:49] Train Step 1810/10000, Batch Size = 128, Examples/Sec = 4280.79, Accuracy = 0.98, Loss = 0.107
[2018-09-22 16:49] Train Step 1820/10000, Batch Size = 128, Examples/Sec = 4293.22, Accuracy = 0.99, Loss = 0.086
[2018-09-22 16:49] Train Step 1830/10000, Batch Size = 128, Examples/Sec = 4545.71, Accuracy = 1.00, Loss = 0.079
[2018-09-22 16:49] Train Step 1840/10000, Batch Size = 128, Examples/Sec = 3698.48, Accuracy = 0.99, Loss = 0.074
[2018-09-22 16:49] Train Step 1850/10000, Batch Size = 128, Examples/Sec = 3561.69, Accuracy = 0.99, Loss = 0.073
[2018-09-22 16:49] Train Step 1860/10000, Batch Size = 128, Examples/Sec = 4440.77, Accuracy = 1.00, Loss = 0.059
[2018-09-22 16:49] Train Step 1870/10000, Batch Size = 128, Examples/Sec = 4480.76, Accuracy = 1.00, Loss = 0.051
[2018-09-22 16:49] Train Step 1880/10000, Batch Size = 128, Examples/Sec = 3625.06, Accuracy = 1.00, Loss = 0.055
[2018-09-22 16:49] Train Step 1890/10000, Batch Size = 128, Examples/Sec = 3565.38, Accuracy = 0.99, Loss = 0.060
[2018-09-22 16:49] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 3669.58, Accuracy = 0.99, Loss = 0.059
[2018-09-22 16:49] Train Step 1910/10000, Batch Size = 128, Examples/Sec = 3610.89, Accuracy = 0.98, Loss = 0.062
[2018-09-22 16:49] Train Step 1920/10000, Batch Size = 128, Examples/Sec = 3644.84, Accuracy = 0.98, Loss = 0.061
[2018-09-22 16:49] Train Step 1930/10000, Batch Size = 128, Examples/Sec = 4026.99, Accuracy = 0.98, Loss = 0.060
[2018-09-22 16:49] Train Step 1940/10000, Batch Size = 128, Examples/Sec = 4268.16, Accuracy = 1.00, Loss = 0.039
[2018-09-22 16:49] Train Step 1950/10000, Batch Size = 128, Examples/Sec = 3964.66, Accuracy = 1.00, Loss = 0.040
[2018-09-22 16:49] Train Step 1960/10000, Batch Size = 128, Examples/Sec = 3860.33, Accuracy = 0.96, Loss = 0.180
[2018-09-22 16:49] Train Step 1970/10000, Batch Size = 128, Examples/Sec = 3879.41, Accuracy = 0.98, Loss = 0.060
[2018-09-22 16:49] Train Step 1980/10000, Batch Size = 128, Examples/Sec = 3752.61, Accuracy = 0.97, Loss = 0.077
[2018-09-22 16:49] Train Step 1990/10000, Batch Size = 128, Examples/Sec = 3897.03, Accuracy = 0.98, Loss = 0.058
[2018-09-22 16:49] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 4165.05, Accuracy = 1.00, Loss = 0.033
[2018-09-22 16:49] Train Step 2010/10000, Batch Size = 128, Examples/Sec = 4278.81, Accuracy = 1.00, Loss = 0.039
[2018-09-22 16:49] Train Step 2020/10000, Batch Size = 128, Examples/Sec = 3901.82, Accuracy = 1.00, Loss = 0.033
[2018-09-22 16:49] Train Step 2030/10000, Batch Size = 128, Examples/Sec = 4257.26, Accuracy = 1.00, Loss = 0.035
[2018-09-22 16:49] Train Step 2040/10000, Batch Size = 128, Examples/Sec = 4488.14, Accuracy = 0.99, Loss = 0.051
[2018-09-22 16:49] Train Step 2050/10000, Batch Size = 128, Examples/Sec = 4387.81, Accuracy = 0.98, Loss = 0.042
[2018-09-22 16:49] Train Step 2060/10000, Batch Size = 128, Examples/Sec = 4490.20, Accuracy = 0.99, Loss = 0.039
[2018-09-22 16:49] Train Step 2070/10000, Batch Size = 128, Examples/Sec = 4571.25, Accuracy = 1.00, Loss = 0.024
[2018-09-22 16:49] Train Step 2080/10000, Batch Size = 128, Examples/Sec = 4356.09, Accuracy = 0.98, Loss = 0.062
[2018-09-22 16:49] Train Step 2090/10000, Batch Size = 128, Examples/Sec = 4459.28, Accuracy = 0.99, Loss = 0.035
[2018-09-22 16:49] Train Step 2100/10000, Batch Size = 128, Examples/Sec = 4337.54, Accuracy = 0.98, Loss = 0.035
[2018-09-22 16:49] Train Step 2110/10000, Batch Size = 128, Examples/Sec = 4493.55, Accuracy = 1.00, Loss = 0.021
[2018-09-22 16:49] Train Step 2120/10000, Batch Size = 128, Examples/Sec = 4469.19, Accuracy = 0.98, Loss = 0.050
[2018-09-22 16:49] Train Step 2130/10000, Batch Size = 128, Examples/Sec = 4456.28, Accuracy = 1.00, Loss = 0.022
[2018-09-22 16:49] Train Step 2140/10000, Batch Size = 128, Examples/Sec = 4428.06, Accuracy = 0.99, Loss = 0.028
[2018-09-22 16:49] Train Step 2150/10000, Batch Size = 128, Examples/Sec = 4245.58, Accuracy = 1.00, Loss = 0.020
[2018-09-22 16:49] Train Step 2160/10000, Batch Size = 128, Examples/Sec = 4184.07, Accuracy = 0.99, Loss = 0.022
[2018-09-22 16:49] Train Step 2170/10000, Batch Size = 128, Examples/Sec = 3891.72, Accuracy = 0.99, Loss = 0.044
[2018-09-22 16:49] Train Step 2180/10000, Batch Size = 128, Examples/Sec = 3878.23, Accuracy = 1.00, Loss = 0.018
[2018-09-22 16:49] Train Step 2190/10000, Batch Size = 128, Examples/Sec = 4297.20, Accuracy = 1.00, Loss = 0.015
[2018-09-22 16:49] Train Step 2200/10000, Batch Size = 128, Examples/Sec = 4229.19, Accuracy = 1.00, Loss = 0.018
[2018-09-22 16:49] Train Step 2210/10000, Batch Size = 128, Examples/Sec = 4029.78, Accuracy = 1.00, Loss = 0.020
[2018-09-22 16:49] Train Step 2220/10000, Batch Size = 128, Examples/Sec = 4092.57, Accuracy = 1.00, Loss = 0.014
[2018-09-22 16:49] Train Step 2230/10000, Batch Size = 128, Examples/Sec = 4040.03, Accuracy = 1.00, Loss = 0.014
[2018-09-22 16:49] Train Step 2240/10000, Batch Size = 128, Examples/Sec = 4077.95, Accuracy = 0.99, Loss = 0.038
[2018-09-22 16:49] Train Step 2250/10000, Batch Size = 128, Examples/Sec = 4016.15, Accuracy = 1.00, Loss = 0.019
[2018-09-22 16:49] Train Step 2260/10000, Batch Size = 128, Examples/Sec = 4252.68, Accuracy = 1.00, Loss = 0.015
[2018-09-22 16:49] Train Step 2270/10000, Batch Size = 128, Examples/Sec = 4284.41, Accuracy = 1.00, Loss = 0.010
[2018-09-22 16:49] Train Step 2280/10000, Batch Size = 128, Examples/Sec = 4276.22, Accuracy = 1.00, Loss = 0.013
[2018-09-22 16:49] Train Step 2290/10000, Batch Size = 128, Examples/Sec = 4282.63, Accuracy = 1.00, Loss = 0.009
[2018-09-22 16:49] Train Step 2300/10000, Batch Size = 128, Examples/Sec = 4508.38, Accuracy = 1.00, Loss = 0.016
[2018-09-22 16:49] Train Step 2310/10000, Batch Size = 128, Examples/Sec = 4422.26, Accuracy = 0.99, Loss = 0.015
[2018-09-22 16:49] Train Step 2320/10000, Batch Size = 128, Examples/Sec = 4438.56, Accuracy = 1.00, Loss = 0.011
[2018-09-22 16:49] Train Step 2330/10000, Batch Size = 128, Examples/Sec = 4551.37, Accuracy = 1.00, Loss = 0.010
[2018-09-22 16:49] Train Step 2340/10000, Batch Size = 128, Examples/Sec = 4534.19, Accuracy = 1.00, Loss = 0.008
[2018-09-22 16:49] Train Step 2350/10000, Batch Size = 128, Examples/Sec = 4371.81, Accuracy = 1.00, Loss = 0.009
[2018-09-22 16:49] Train Step 2360/10000, Batch Size = 128, Examples/Sec = 4080.68, Accuracy = 1.00, Loss = 0.007
[2018-09-22 16:49] Train Step 2370/10000, Batch Size = 128, Examples/Sec = 4087.02, Accuracy = 1.00, Loss = 0.025
[2018-09-22 16:49] Train Step 2380/10000, Batch Size = 128, Examples/Sec = 4391.37, Accuracy = 0.99, Loss = 0.018
[2018-09-22 16:49] Train Step 2390/10000, Batch Size = 128, Examples/Sec = 4104.14, Accuracy = 1.00, Loss = 0.013
[2018-09-22 16:49] Train Step 2400/10000, Batch Size = 128, Examples/Sec = 4082.02, Accuracy = 1.00, Loss = 0.011
[2018-09-22 16:49] Train Step 2410/10000, Batch Size = 128, Examples/Sec = 4294.01, Accuracy = 0.99, Loss = 0.014
[2018-09-22 16:49] Train Step 2420/10000, Batch Size = 128, Examples/Sec = 3679.44, Accuracy = 1.00, Loss = 0.009
[2018-09-22 16:49] Train Step 2430/10000, Batch Size = 128, Examples/Sec = 3774.88, Accuracy = 0.99, Loss = 0.014
[2018-09-22 16:49] Train Step 2440/10000, Batch Size = 128, Examples/Sec = 3660.28, Accuracy = 1.00, Loss = 0.010
[2018-09-22 16:49] Train Step 2450/10000, Batch Size = 128, Examples/Sec = 3625.35, Accuracy = 1.00, Loss = 0.005
[2018-09-22 16:49] Train Step 2460/10000, Batch Size = 128, Examples/Sec = 3702.79, Accuracy = 1.00, Loss = 0.008
[2018-09-22 16:49] Train Step 2470/10000, Batch Size = 128, Examples/Sec = 3759.49, Accuracy = 1.00, Loss = 0.008
[2018-09-22 16:49] Train Step 2480/10000, Batch Size = 128, Examples/Sec = 3677.40, Accuracy = 1.00, Loss = 0.006
[2018-09-22 16:49] Train Step 2490/10000, Batch Size = 128, Examples/Sec = 3651.79, Accuracy = 1.00, Loss = 0.007
[2018-09-22 16:49] Train Step 2500/10000, Batch Size = 128, Examples/Sec = 3696.34, Accuracy = 1.00, Loss = 0.010
[2018-09-22 16:49] Train Step 2510/10000, Batch Size = 128, Examples/Sec = 3558.10, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:49] Train Step 2520/10000, Batch Size = 128, Examples/Sec = 3729.72, Accuracy = 1.00, Loss = 0.005
[2018-09-22 16:49] Train Step 2530/10000, Batch Size = 128, Examples/Sec = 3896.72, Accuracy = 1.00, Loss = 0.007
[2018-09-22 16:49] Train Step 2540/10000, Batch Size = 128, Examples/Sec = 4055.77, Accuracy = 1.00, Loss = 0.005
[2018-09-22 16:49] Train Step 2550/10000, Batch Size = 128, Examples/Sec = 4107.72, Accuracy = 1.00, Loss = 0.005
[2018-09-22 16:49] Train Step 2560/10000, Batch Size = 128, Examples/Sec = 4050.82, Accuracy = 1.00, Loss = 0.006
[2018-09-22 16:49] Train Step 2570/10000, Batch Size = 128, Examples/Sec = 4012.88, Accuracy = 1.00, Loss = 0.007
[2018-09-22 16:49] Train Step 2580/10000, Batch Size = 128, Examples/Sec = 4007.61, Accuracy = 1.00, Loss = 0.006
[2018-09-22 16:49] Train Step 2590/10000, Batch Size = 128, Examples/Sec = 4298.72, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:49] Train Step 2600/10000, Batch Size = 128, Examples/Sec = 4036.68, Accuracy = 1.00, Loss = 0.005
[2018-09-22 16:49] Train Step 2610/10000, Batch Size = 128, Examples/Sec = 4231.93, Accuracy = 1.00, Loss = 0.005
[2018-09-22 16:49] Train Step 2620/10000, Batch Size = 128, Examples/Sec = 4283.39, Accuracy = 1.00, Loss = 0.005
[2018-09-22 16:49] Train Step 2630/10000, Batch Size = 128, Examples/Sec = 4233.60, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:49] Train Step 2640/10000, Batch Size = 128, Examples/Sec = 4125.14, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:49] Train Step 2650/10000, Batch Size = 128, Examples/Sec = 4326.57, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:49] Train Step 2660/10000, Batch Size = 128, Examples/Sec = 4314.33, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:49] Train Step 2670/10000, Batch Size = 128, Examples/Sec = 4327.20, Accuracy = 1.00, Loss = 0.013
[2018-09-22 16:49] Train Step 2680/10000, Batch Size = 128, Examples/Sec = 4057.25, Accuracy = 0.99, Loss = 0.018
[2018-09-22 16:49] Train Step 2690/10000, Batch Size = 128, Examples/Sec = 4049.62, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:49] Train Step 2700/10000, Batch Size = 128, Examples/Sec = 4013.78, Accuracy = 0.99, Loss = 0.033
[2018-09-22 16:49] Train Step 2710/10000, Batch Size = 128, Examples/Sec = 4098.03, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:49] Train Step 2720/10000, Batch Size = 128, Examples/Sec = 4111.06, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:49] Train Step 2730/10000, Batch Size = 128, Examples/Sec = 4275.44, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:49] Train Step 2740/10000, Batch Size = 128, Examples/Sec = 4262.91, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:49] Train Step 2750/10000, Batch Size = 128, Examples/Sec = 4320.16, Accuracy = 0.97, Loss = 0.086
[2018-09-22 16:49] Train Step 2760/10000, Batch Size = 128, Examples/Sec = 4297.68, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:49] Train Step 2770/10000, Batch Size = 128, Examples/Sec = 4462.73, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:49] Train Step 2780/10000, Batch Size = 128, Examples/Sec = 4209.73, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:50] Train Step 2790/10000, Batch Size = 128, Examples/Sec = 4160.63, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:50] Train Step 2800/10000, Batch Size = 128, Examples/Sec = 4247.46, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:50] Train Step 2810/10000, Batch Size = 128, Examples/Sec = 4245.99, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:50] Train Step 2820/10000, Batch Size = 128, Examples/Sec = 4308.34, Accuracy = 1.00, Loss = 0.002
[2018-09-22 16:50] Train Step 2830/10000, Batch Size = 128, Examples/Sec = 4319.15, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:50] Train Step 2840/10000, Batch Size = 128, Examples/Sec = 4075.66, Accuracy = 1.00, Loss = 0.002
[2018-09-22 16:50] Train Step 2850/10000, Batch Size = 128, Examples/Sec = 4225.83, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:50] Train Step 2860/10000, Batch Size = 128, Examples/Sec = 4174.09, Accuracy = 1.00, Loss = 0.002
[2018-09-22 16:50] Train Step 2870/10000, Batch Size = 128, Examples/Sec = 4347.77, Accuracy = 1.00, Loss = 0.003
[2018-09-22 16:50] Train Step 2880/10000, Batch Size = 128, Examples/Sec = 4560.69, Accuracy = 1.00, Loss = 0.002
[2018-09-22 16:50] Train Step 2890/10000, Batch Size = 128, Examples/Sec = 4447.31, Accuracy = 1.00, Loss = 0.002
[2018-09-22 16:50] Train Step 2900/10000, Batch Size = 128, Examples/Sec = 4539.79, Accuracy = 1.00, Loss = 0.004
[2018-09-22 16:50] Train Step 2910/10000, Batch Size = 128, Examples/Sec = 4290.20, Accuracy = 1.00, Loss = 0.002
[2018-09-22 16:50] Train Step 2920/10000, Batch Size = 128, Examples/Sec = 4400.08, Accuracy = 1.00, Loss = 0.002
[2018-09-22 16:50] Train Step 2930/10000, Batch Size = 128, Examples/Sec = 4454.36, Accuracy = 1.00, Loss = 0.002
[2018-09-22 16:50] Train Step 2940/10000, Batch Size = 128, Examples/Sec = 4527.88, Accuracy = 0.99, Loss = 0.020
[2018-09-22 16:50] Train Step 2950/10000, Batch Size = 128, Examples/Sec = 4355.70, Accuracy = 1.00, Loss = 0.002
[2018-09-22 16:50] Train Step 2960/10000, Batch Size = 128, Examples/Sec = 4391.83, Accuracy = 1.00, Loss = 0.002
