Running on cuda:0
[2018-09-23 01:03] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 4024.13, Accuracy = 0.03, Loss = 7.153
[2018-09-23 01:22] Train Step 1770/10000, Batch Size = 128, Examples/Sec = 4145.43, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:22] Train Step 1780/10000, Batch Size = 128, Examples/Sec = 4364.13, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:22] Train Step 1790/10000, Batch Size = 128, Examples/Sec = 4148.16, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:22] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 4143.48, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:22] Train Step 1810/10000, Batch Size = 128, Examples/Sec = 4299.54, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:22] Train Step 1820/10000, Batch Size = 128, Examples/Sec = 4346.04, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:22] Train Step 1830/10000, Batch Size = 128, Examples/Sec = 4141.69, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:22] Train Step 1840/10000, Batch Size = 128, Examples/Sec = 4304.30, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:22] Train Step 1850/10000, Batch Size = 128, Examples/Sec = 4153.55, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1860/10000, Batch Size = 128, Examples/Sec = 4318.46, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1870/10000, Batch Size = 128, Examples/Sec = 4195.58, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1880/10000, Batch Size = 128, Examples/Sec = 4167.12, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1890/10000, Batch Size = 128, Examples/Sec = 4203.96, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 4367.82, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1910/10000, Batch Size = 128, Examples/Sec = 4131.05, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1920/10000, Batch Size = 128, Examples/Sec = 4383.44, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1930/10000, Batch Size = 128, Examples/Sec = 4294.21, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1940/10000, Batch Size = 128, Examples/Sec = 4244.94, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1950/10000, Batch Size = 128, Examples/Sec = 4367.86, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1960/10000, Batch Size = 128, Examples/Sec = 4111.68, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1970/10000, Batch Size = 128, Examples/Sec = 4289.34, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1980/10000, Batch Size = 128, Examples/Sec = 4207.16, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 1990/10000, Batch Size = 128, Examples/Sec = 4413.28, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 4318.84, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 2010/10000, Batch Size = 128, Examples/Sec = 4176.00, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 2020/10000, Batch Size = 128, Examples/Sec = 4331.04, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:22] Train Step 2030/10000, Batch Size = 128, Examples/Sec = 4305.37, Accuracy = 0.74, Loss = 1.536
[2018-09-23 01:22] Train Step 2040/10000, Batch Size = 128, Examples/Sec = 4164.15, Accuracy = 0.88, Loss = 0.377
[2018-09-23 01:22] Train Step 2050/10000, Batch Size = 128, Examples/Sec = 4355.46, Accuracy = 0.91, Loss = 0.166
[2018-09-23 01:22] Train Step 2060/10000, Batch Size = 128, Examples/Sec = 4103.26, Accuracy = 1.00, Loss = 0.054
[2018-09-23 01:22] Train Step 2070/10000, Batch Size = 128, Examples/Sec = 4331.98, Accuracy = 1.00, Loss = 0.035
[2018-09-23 01:22] Train Step 2080/10000, Batch Size = 128, Examples/Sec = 4283.49, Accuracy = 1.00, Loss = 0.024
[2018-09-23 01:22] Train Step 2090/10000, Batch Size = 128, Examples/Sec = 4143.45, Accuracy = 1.00, Loss = 0.035
[2018-09-23 01:22] Train Step 2100/10000, Batch Size = 128, Examples/Sec = 4316.06, Accuracy = 0.96, Loss = 0.132
[2018-09-23 01:22] Train Step 2110/10000, Batch Size = 128, Examples/Sec = 4107.78, Accuracy = 1.00, Loss = 0.026
[2018-09-23 01:23] Train Step 2120/10000, Batch Size = 128, Examples/Sec = 4360.51, Accuracy = 1.00, Loss = 0.021
[2018-09-23 01:23] Train Step 2130/10000, Batch Size = 128, Examples/Sec = 4147.93, Accuracy = 1.00, Loss = 0.017
[2018-09-23 01:23] Train Step 2140/10000, Batch Size = 128, Examples/Sec = 4349.25, Accuracy = 1.00, Loss = 0.016
[2018-09-23 01:23] Train Step 2150/10000, Batch Size = 128, Examples/Sec = 4316.79, Accuracy = 1.00, Loss = 0.013
[2018-09-23 01:23] Train Step 2160/10000, Batch Size = 128, Examples/Sec = 4192.90, Accuracy = 1.00, Loss = 0.009
[2018-09-23 01:23] Train Step 2170/10000, Batch Size = 128, Examples/Sec = 4354.50, Accuracy = 1.00, Loss = 0.007
[2018-09-23 01:23] Train Step 2180/10000, Batch Size = 128, Examples/Sec = 4354.86, Accuracy = 1.00, Loss = 0.006
[2018-09-23 01:23] Train Step 2190/10000, Batch Size = 128, Examples/Sec = 4194.70, Accuracy = 1.00, Loss = 0.007
[2018-09-23 01:23] Train Step 2200/10000, Batch Size = 128, Examples/Sec = 4138.12, Accuracy = 1.00, Loss = 0.005
[2018-09-23 01:23] Train Step 2210/10000, Batch Size = 128, Examples/Sec = 4339.37, Accuracy = 1.00, Loss = 0.004
[2018-09-23 01:23] Train Step 2220/10000, Batch Size = 128, Examples/Sec = 4142.71, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:23] Train Step 2230/10000, Batch Size = 128, Examples/Sec = 4385.27, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:23] Train Step 2240/10000, Batch Size = 128, Examples/Sec = 4143.35, Accuracy = 1.00, Loss = 0.004
[2018-09-23 01:23] Train Step 2250/10000, Batch Size = 128, Examples/Sec = 4337.51, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 2260/10000, Batch Size = 128, Examples/Sec = 4198.44, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 2270/10000, Batch Size = 128, Examples/Sec = 4375.16, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 2280/10000, Batch Size = 128, Examples/Sec = 4146.23, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 2290/10000, Batch Size = 128, Examples/Sec = 4310.14, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 2300/10000, Batch Size = 128, Examples/Sec = 4289.79, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 2310/10000, Batch Size = 128, Examples/Sec = 4113.20, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 2320/10000, Batch Size = 128, Examples/Sec = 4144.92, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 2330/10000, Batch Size = 128, Examples/Sec = 4259.60, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 2340/10000, Batch Size = 128, Examples/Sec = 4224.60, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 2350/10000, Batch Size = 128, Examples/Sec = 4175.55, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2360/10000, Batch Size = 128, Examples/Sec = 4213.89, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2370/10000, Batch Size = 128, Examples/Sec = 4355.14, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2380/10000, Batch Size = 128, Examples/Sec = 4035.90, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2390/10000, Batch Size = 128, Examples/Sec = 4299.68, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2400/10000, Batch Size = 128, Examples/Sec = 4145.18, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2410/10000, Batch Size = 128, Examples/Sec = 4339.51, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2420/10000, Batch Size = 128, Examples/Sec = 4077.09, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2430/10000, Batch Size = 128, Examples/Sec = 4366.54, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2440/10000, Batch Size = 128, Examples/Sec = 4157.18, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2450/10000, Batch Size = 128, Examples/Sec = 4430.87, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2460/10000, Batch Size = 128, Examples/Sec = 4154.03, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2470/10000, Batch Size = 128, Examples/Sec = 4242.13, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2480/10000, Batch Size = 128, Examples/Sec = 4364.34, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2490/10000, Batch Size = 128, Examples/Sec = 4133.11, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2500/10000, Batch Size = 128, Examples/Sec = 4341.33, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2510/10000, Batch Size = 128, Examples/Sec = 4320.48, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2520/10000, Batch Size = 128, Examples/Sec = 4110.96, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2530/10000, Batch Size = 128, Examples/Sec = 4136.71, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2540/10000, Batch Size = 128, Examples/Sec = 4396.87, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2550/10000, Batch Size = 128, Examples/Sec = 4223.27, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2560/10000, Batch Size = 128, Examples/Sec = 4315.47, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2570/10000, Batch Size = 128, Examples/Sec = 4364.31, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2580/10000, Batch Size = 128, Examples/Sec = 4108.57, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2590/10000, Batch Size = 128, Examples/Sec = 4354.22, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2600/10000, Batch Size = 128, Examples/Sec = 4321.69, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2610/10000, Batch Size = 128, Examples/Sec = 4084.22, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2620/10000, Batch Size = 128, Examples/Sec = 4167.93, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2630/10000, Batch Size = 128, Examples/Sec = 4323.82, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2640/10000, Batch Size = 128, Examples/Sec = 4177.56, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2650/10000, Batch Size = 128, Examples/Sec = 4374.30, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2660/10000, Batch Size = 128, Examples/Sec = 4313.43, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2670/10000, Batch Size = 128, Examples/Sec = 4214.12, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2680/10000, Batch Size = 128, Examples/Sec = 4344.39, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2690/10000, Batch Size = 128, Examples/Sec = 4306.82, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2700/10000, Batch Size = 128, Examples/Sec = 4111.91, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2710/10000, Batch Size = 128, Examples/Sec = 4405.35, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2720/10000, Batch Size = 128, Examples/Sec = 4354.11, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2730/10000, Batch Size = 128, Examples/Sec = 4112.54, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2740/10000, Batch Size = 128, Examples/Sec = 4154.74, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2750/10000, Batch Size = 128, Examples/Sec = 4252.04, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2760/10000, Batch Size = 128, Examples/Sec = 4262.67, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2770/10000, Batch Size = 128, Examples/Sec = 4313.98, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2780/10000, Batch Size = 128, Examples/Sec = 4309.97, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2790/10000, Batch Size = 128, Examples/Sec = 4157.28, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2800/10000, Batch Size = 128, Examples/Sec = 4391.51, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2810/10000, Batch Size = 128, Examples/Sec = 4097.25, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2820/10000, Batch Size = 128, Examples/Sec = 4371.88, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2830/10000, Batch Size = 128, Examples/Sec = 4144.51, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2840/10000, Batch Size = 128, Examples/Sec = 3914.22, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2850/10000, Batch Size = 128, Examples/Sec = 3896.52, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2860/10000, Batch Size = 128, Examples/Sec = 3776.21, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2870/10000, Batch Size = 128, Examples/Sec = 3768.20, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2880/10000, Batch Size = 128, Examples/Sec = 3744.76, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2890/10000, Batch Size = 128, Examples/Sec = 3752.16, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 2900/10000, Batch Size = 128, Examples/Sec = 3809.62, Accuracy = 0.71, Loss = 0.864
[2018-09-23 01:23] Train Step 2910/10000, Batch Size = 128, Examples/Sec = 3851.41, Accuracy = 0.68, Loss = 0.614
[2018-09-23 01:23] Train Step 2920/10000, Batch Size = 128, Examples/Sec = 3732.83, Accuracy = 0.96, Loss = 0.214
[2018-09-23 01:23] Train Step 2930/10000, Batch Size = 128, Examples/Sec = 3839.32, Accuracy = 0.99, Loss = 0.103
[2018-09-23 01:23] Train Step 2940/10000, Batch Size = 128, Examples/Sec = 3829.87, Accuracy = 1.00, Loss = 0.123
[2018-09-23 01:23] Train Step 2950/10000, Batch Size = 128, Examples/Sec = 3824.74, Accuracy = 0.98, Loss = 0.155
[2018-09-23 01:23] Train Step 2960/10000, Batch Size = 128, Examples/Sec = 3851.68, Accuracy = 1.00, Loss = 0.082
[2018-09-23 01:23] Train Step 2970/10000, Batch Size = 128, Examples/Sec = 3880.08, Accuracy = 1.00, Loss = 0.055
[2018-09-23 01:23] Train Step 2980/10000, Batch Size = 128, Examples/Sec = 3698.99, Accuracy = 1.00, Loss = 0.039
[2018-09-23 01:23] Train Step 2990/10000, Batch Size = 128, Examples/Sec = 3807.41, Accuracy = 1.00, Loss = 0.023
[2018-09-23 01:23] Train Step 3000/10000, Batch Size = 128, Examples/Sec = 3878.87, Accuracy = 1.00, Loss = 0.014
[2018-09-23 01:23] Train Step 3010/10000, Batch Size = 128, Examples/Sec = 3836.57, Accuracy = 1.00, Loss = 0.010
[2018-09-23 01:23] Train Step 3020/10000, Batch Size = 128, Examples/Sec = 3742.77, Accuracy = 1.00, Loss = 0.006
[2018-09-23 01:23] Train Step 3030/10000, Batch Size = 128, Examples/Sec = 3760.68, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:23] Train Step 3040/10000, Batch Size = 128, Examples/Sec = 3776.53, Accuracy = 1.00, Loss = 0.005
[2018-09-23 01:23] Train Step 3050/10000, Batch Size = 128, Examples/Sec = 3726.85, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 3060/10000, Batch Size = 128, Examples/Sec = 3878.14, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 3070/10000, Batch Size = 128, Examples/Sec = 3878.14, Accuracy = 0.95, Loss = 0.099
[2018-09-23 01:23] Train Step 3080/10000, Batch Size = 128, Examples/Sec = 3749.94, Accuracy = 0.95, Loss = 0.179
[2018-09-23 01:23] Train Step 3090/10000, Batch Size = 128, Examples/Sec = 3794.46, Accuracy = 1.00, Loss = 0.087
[2018-09-23 01:23] Train Step 3100/10000, Batch Size = 128, Examples/Sec = 3914.37, Accuracy = 1.00, Loss = 0.043
[2018-09-23 01:23] Train Step 3110/10000, Batch Size = 128, Examples/Sec = 3859.02, Accuracy = 1.00, Loss = 0.023
[2018-09-23 01:23] Train Step 3120/10000, Batch Size = 128, Examples/Sec = 3813.57, Accuracy = 1.00, Loss = 0.018
[2018-09-23 01:23] Train Step 3130/10000, Batch Size = 128, Examples/Sec = 3775.57, Accuracy = 1.00, Loss = 0.009
[2018-09-23 01:23] Train Step 3140/10000, Batch Size = 128, Examples/Sec = 3890.26, Accuracy = 1.00, Loss = 0.005
[2018-09-23 01:23] Train Step 3150/10000, Batch Size = 128, Examples/Sec = 3817.21, Accuracy = 1.00, Loss = 0.004
[2018-09-23 01:23] Train Step 3160/10000, Batch Size = 128, Examples/Sec = 3759.52, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:23] Train Step 3170/10000, Batch Size = 128, Examples/Sec = 3857.77, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 3180/10000, Batch Size = 128, Examples/Sec = 3797.25, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 3190/10000, Batch Size = 128, Examples/Sec = 3851.96, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 3200/10000, Batch Size = 128, Examples/Sec = 3753.34, Accuracy = 0.64, Loss = 1.377
[2018-09-23 01:23] Train Step 3210/10000, Batch Size = 128, Examples/Sec = 3795.91, Accuracy = 0.72, Loss = 0.761
[2018-09-23 01:23] Train Step 3220/10000, Batch Size = 128, Examples/Sec = 3850.61, Accuracy = 0.90, Loss = 0.238
[2018-09-23 01:23] Train Step 3230/10000, Batch Size = 128, Examples/Sec = 3483.23, Accuracy = 1.00, Loss = 0.031
[2018-09-23 01:23] Train Step 3240/10000, Batch Size = 128, Examples/Sec = 3770.03, Accuracy = 1.00, Loss = 0.017
[2018-09-23 01:23] Train Step 3250/10000, Batch Size = 128, Examples/Sec = 3762.16, Accuracy = 1.00, Loss = 0.008
[2018-09-23 01:23] Train Step 3260/10000, Batch Size = 128, Examples/Sec = 3748.26, Accuracy = 1.00, Loss = 0.007
[2018-09-23 01:23] Train Step 3270/10000, Batch Size = 128, Examples/Sec = 3705.16, Accuracy = 1.00, Loss = 0.004
[2018-09-23 01:23] Train Step 3280/10000, Batch Size = 128, Examples/Sec = 3739.10, Accuracy = 1.00, Loss = 0.004
[2018-09-23 01:23] Train Step 3290/10000, Batch Size = 128, Examples/Sec = 3864.33, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:23] Train Step 3300/10000, Batch Size = 128, Examples/Sec = 3864.58, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:23] Train Step 3310/10000, Batch Size = 128, Examples/Sec = 3840.69, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 3320/10000, Batch Size = 128, Examples/Sec = 3836.38, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 3330/10000, Batch Size = 128, Examples/Sec = 3773.45, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 3340/10000, Batch Size = 128, Examples/Sec = 3762.68, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 3350/10000, Batch Size = 128, Examples/Sec = 3755.84, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 3360/10000, Batch Size = 128, Examples/Sec = 3836.49, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 3370/10000, Batch Size = 128, Examples/Sec = 3868.73, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 3380/10000, Batch Size = 128, Examples/Sec = 3793.10, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 3390/10000, Batch Size = 128, Examples/Sec = 3896.50, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 3400/10000, Batch Size = 128, Examples/Sec = 3829.02, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3410/10000, Batch Size = 128, Examples/Sec = 3875.51, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3420/10000, Batch Size = 128, Examples/Sec = 3844.10, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 3430/10000, Batch Size = 128, Examples/Sec = 3798.09, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 3440/10000, Batch Size = 128, Examples/Sec = 3852.27, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3450/10000, Batch Size = 128, Examples/Sec = 3838.96, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3460/10000, Batch Size = 128, Examples/Sec = 3750.20, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3470/10000, Batch Size = 128, Examples/Sec = 3886.54, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3480/10000, Batch Size = 128, Examples/Sec = 3794.11, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3490/10000, Batch Size = 128, Examples/Sec = 3769.58, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3500/10000, Batch Size = 128, Examples/Sec = 3938.83, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3510/10000, Batch Size = 128, Examples/Sec = 3880.16, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3520/10000, Batch Size = 128, Examples/Sec = 3879.74, Accuracy = 0.53, Loss = 2.642
[2018-09-23 01:23] Train Step 3530/10000, Batch Size = 128, Examples/Sec = 3760.97, Accuracy = 0.86, Loss = 0.301
[2018-09-23 01:23] Train Step 3540/10000, Batch Size = 128, Examples/Sec = 3762.16, Accuracy = 1.00, Loss = 0.069
[2018-09-23 01:23] Train Step 3550/10000, Batch Size = 128, Examples/Sec = 4237.81, Accuracy = 1.00, Loss = 0.023
[2018-09-23 01:23] Train Step 3560/10000, Batch Size = 128, Examples/Sec = 4113.86, Accuracy = 1.00, Loss = 0.016
[2018-09-23 01:23] Train Step 3570/10000, Batch Size = 128, Examples/Sec = 4305.65, Accuracy = 1.00, Loss = 0.007
[2018-09-23 01:23] Train Step 3580/10000, Batch Size = 128, Examples/Sec = 4317.94, Accuracy = 1.00, Loss = 0.009
[2018-09-23 01:23] Train Step 3590/10000, Batch Size = 128, Examples/Sec = 4382.73, Accuracy = 1.00, Loss = 0.003
[2018-09-23 01:23] Train Step 3600/10000, Batch Size = 128, Examples/Sec = 4061.67, Accuracy = 1.00, Loss = 0.002
[2018-09-23 01:23] Train Step 3610/10000, Batch Size = 128, Examples/Sec = 4329.25, Accuracy = 1.00, Loss = 0.001
[2018-09-23 01:23] Train Step 3620/10000, Batch Size = 128, Examples/Sec = 4296.00, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3630/10000, Batch Size = 128, Examples/Sec = 4339.96, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3640/10000, Batch Size = 128, Examples/Sec = 4302.16, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3650/10000, Batch Size = 128, Examples/Sec = 4290.09, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3660/10000, Batch Size = 128, Examples/Sec = 4261.12, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3670/10000, Batch Size = 128, Examples/Sec = 4395.36, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3680/10000, Batch Size = 128, Examples/Sec = 4148.48, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3690/10000, Batch Size = 128, Examples/Sec = 4374.62, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3700/10000, Batch Size = 128, Examples/Sec = 4096.47, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3710/10000, Batch Size = 128, Examples/Sec = 4362.00, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3720/10000, Batch Size = 128, Examples/Sec = 4301.68, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3730/10000, Batch Size = 128, Examples/Sec = 3658.08, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3740/10000, Batch Size = 128, Examples/Sec = 3696.16, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3750/10000, Batch Size = 128, Examples/Sec = 3711.44, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3760/10000, Batch Size = 128, Examples/Sec = 3709.82, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3770/10000, Batch Size = 128, Examples/Sec = 3708.88, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3780/10000, Batch Size = 128, Examples/Sec = 4299.34, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3790/10000, Batch Size = 128, Examples/Sec = 4067.70, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3800/10000, Batch Size = 128, Examples/Sec = 4343.72, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3810/10000, Batch Size = 128, Examples/Sec = 3823.38, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3820/10000, Batch Size = 128, Examples/Sec = 3771.38, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3830/10000, Batch Size = 128, Examples/Sec = 3751.67, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3840/10000, Batch Size = 128, Examples/Sec = 3830.28, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3850/10000, Batch Size = 128, Examples/Sec = 3851.33, Accuracy = 1.00, Loss = 0.000
[2018-09-23 01:23] Train Step 3860/10000, Batch Size = 128, Examples/Sec = 3845.06, Accuracy = 1.00, Loss = 0.000
